380;0.000039;0.001639275;0.001408364;0.001542734;0.001395798;0.002246562;0.00167614;0.001880854;0.001688857;0.001376003;0.001196897;0.001379923;0.001026975;0.003683722;0.003266959;0.002886951;0.002721838;0.001816613;0.002052768;0.001940364;0.001946588;0.002500453
385;0.000064;0.002808009;0.001327559;0.001420868;0.00143924;0.002348829;0.001672987;0.001918218;0.001826045;0.00165475;0.000746584;0.001222067;0.001499871;0.00352288;0.002845704;0.003051297;0.003044607;0.002336697;0.001947336;0.001741177;0.001814572;0.002498984
390;0.00012;0.002906653;0.001269497;0.001387803;0.001339593;0.002106894;0.001511614;0.001689839;0.001392716;0.001343539;0.001046211;0.001288855;0.002757676;0.002995702;0.002908698;0.00307939;0.003109359;0.003400862;0.001788382;0.001616894;0.001591573;0.002615609
395;0.000217;0.00170073;0.001106686;0.001200374;0.001004479;0.001604393;0.001397464;0.001423622;0.000909135;0.000792076;0.002742098;0.001398397;0.003101896;0.003673458;0.003351408;0.002949256;0.003774889;0.002806345;0.001164948;0.000942067;0.000816921;0.000313283
400;0.000396;0.000900632;0.00090999;0.000871855;0.000846029;0.001015408;0.001122227;0.000858562;-0.000682741;0.000317776;0.001311496;0.001570716;0.005046838;0.004589534;0.004415325;0.004012408;0.004364308;0.003991321;-7.13357E-05;-0.000455251;-0.000626215;-0.00181747
405;0.00064;-0.000434631;0.000938075;0.000801513;0.000759606;0.000745565;0.00113228;0.00058454;-0.002782491;-0.000466833;0.002062512;0.001787631;0.005904405;0.006073795;0.005853485;0.005056804;0.005083862;0.005350471;-0.00143172;-0.002205149;-0.002622359;-0.005238586
410;0.00121;-4.02187E-05;0.00155136;0.001206862;0.001186885;0.000811335;0.001687441;0.000656871;-0.005275286;-0.000464789;0.002507729;0.002755602;0.007832195;0.007541046;0.007271666;0.0066026;0.00672255;0.006548377;-0.002506901;-0.003632548;-0.004198993;-0.007223476
415;0.00218;0.000407611;0.003060958;0.002746487;0.002739474;0.002473454;0.003254422;0.002297749;-0.004618045;0.000819297;0.003717511;0.003503909;0.009053791;0.008972749;0.008783426;0.007370748;0.00728914;0.007567018;-0.001507688;-0.00244452;-0.002853606;-0.006628697
420;0.004;0.004510338;0.006778528;0.006555685;0.006549154;0.006387718;0.006632952;0.005995428;0.002575427;0.005368392;0.005120678;0.005182165;0.01081395;0.010445548;0.010174689;0.008588984;0.008612135;0.00864571;0.004027737;0.004106261;0.00403647;0.002349158
425;0.0073;0.01091033;0.011965308;0.012049315;0.012019792;0.012011823;0.011629046;0.011819006;0.015300699;0.012370425;0.008709146;0.008940143;0.012431839;0.012115115;0.011931163;0.010914217;0.010872526;0.010973309;0.0126897;0.014389025;0.015005993;0.015445114
